stitch_id_flat,drug_name,n_neuro_pt,neurotoxic,pubchem_cid,smiles,inchikey
CID100024414,barium,0,0,24414,[O-]S(=O)(=O)[O-].[Ba+2],TZCXTZWJZNENPQ-UHFFFAOYSA-L
CID100024424,zinc,0,0,24424,[O-]S(=O)(=O)[O-].[Zn+2],NWONKYPBYAMBJT-UHFFFAOYSA-L
CID100024450,potassium,4,1,24450,OP(=O)([O-])[O-].[K+].[K+],ZPWVASYFFYYZEW-UHFFFAOYSA-L
CID100024642,TlCl,1,1,24642,Cl[Tl],GBECUEIQVRDUKB-UHFFFAOYSA-M
CID100024706,Triphasil,0,0,24706,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,ORKBYCQJWQBPFG-UHFFFAOYSA-N
CID100024748,glucose,3,1,24748,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,VJHCJDRQFCCTHL-UHFFFAOYSA-N
CID100024841,iodide,2,1,24841,I,XMBWDFGMSWQBCA-UHFFFAOYSA-N
CID100025419,clodronate,0,0,25419,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,ACSIXWWBWUQEHA-UHFFFAOYSA-N
CID100025959,Prussian,0,0,25959,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2],UETZVSHORCDDTH-UHFFFAOYSA-N
CID100027304,HMDP,0,0,27304,C(O)(P(=O)(O)O)P(=O)(O)O,HJZKOAYDRQLPME-UHFFFAOYSA-N
CID100027400,pizotifen,1,1,27400,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,FIADGNVRKBPQEU-UHFFFAOYSA-N
CID100027661,isosorbide-5-mononitrate,9,1,27661,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,YWXYYJSYQOXTPL-UHFFFAOYSA-N
CID100027991,desmopressin,7,1,27991,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,NFLWUMRGJYTJIN-UHFFFAOYSA-N
CID100027993,conjugated,6,1,27993,CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)O)C1CCC2=O,YJBYRYVLFAUXBJ-UHFFFAOYSA-N
CID100028332,propoxyphene,1,1,28332,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,VZPXFHVJUUSVLH-UHFFFAOYSA-N
CID100028486,lithium,11,1,28486,[Li+],HBBGRARXTFLTSG-UHFFFAOYSA-N
CID100029089,chlorhexidine,1,1,29089,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,YZIYKJHYYHPJIB-UHFFFAOYSA-N
CID100030623,dexrazoxane,3,1,30623,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,BMKDZUISNHGIBY-UHFFFAOYSA-N
CID100031072,carbimazole,0,0,31072,CCOC(=O)N1C=CN(C1=S)C,CFOYWRHIYXMDOT-UHFFFAOYSA-N
CID100031264,paraldehyde,2,1,31264,CC1OC(OC(O1)C)C,SQYNKIJPMDEDEG-UHFFFAOYSA-N
CID100031378,fludrocortisone,1,1,31378,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F,AAXVEMMRQDVLJB-UHFFFAOYSA-N
CID100031477,metipranolol,0,0,31477,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,BQIPXWYNLPYNHW-UHFFFAOYSA-N
CID100032169,articaine,5,1,32169,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl,GDWDBGSWGNEMGJ-UHFFFAOYSA-N
CID100032281,Protirelin,5,1,32281,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,XNSAINXGIQZQOO-UHFFFAOYSA-N
CID100032603,clindamycin,0,0,32603,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,UFUVLHLTWXBHGZ-UHFFFAOYSA-N
CID100032797,clobetasol,1,1,32797,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,FCSHDIVRCWTZOX-UHFFFAOYSA-N
CID100032800,Asp-Tyr(SO3H)-Met-Gly-Trp-Met-Asp-Phe-NH2,2,1,32800,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N,IZTQOLKUZKXIRV-UHFFFAOYSA-N
CID100034312,oxcarbazepine,13,1,34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,CTRLABGOLIVAIY-UHFFFAOYSA-N
CID100036339,etomidate,2,1,36339,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,NPUKDXXFDDZOKR-UHFFFAOYSA-N
CID100036523,gonadorelin,0,0,36523,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,XLXSAKCOAKORKW-UHFFFAOYSA-N
CID100036811,dobutamine,0,0,36811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,JRWZLRBJNMZMFE-UHFFFAOYSA-N
CID100037392,halofantrine,3,1,37392,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,WANGFTDWOFGECH-UHFFFAOYSA-N
CID100037720,pentosan,2,1,37720,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,FCCNSUIJIOOXEZ-UHFFFAOYSA-N
CID100038904,carboplatin,4,1,38904,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],DVQHYTBCTGYNNN-UHFFFAOYSA-N
CID100039042,bezafibrate,0,0,39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,IIBYAHWJQTYFKB-UHFFFAOYSA-N
CID100039507,rimexolone,0,0,39507,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C,QTTRZHGPGKRAFB-UHFFFAOYSA-N
CID100039524,stiripentol,1,1,39524,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,IBLNKMRFIPWSOY-UHFFFAOYSA-N
CID100039764,vecuronium,0,0,39764,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],VEPSYABRBFXYIB-UHFFFAOYSA-M
CID100039860,nabilone,10,1,39860,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,GECBBEABIDMGGL-UHFFFAOYSA-N
CID100040159,permethrin,1,1,40159,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N
CID100040632,pirfenidone,0,0,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,ISWRGOKTTBVCFA-UHFFFAOYSA-N
CID100040703,pinaverium,0,0,40703,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],IKGXLCMLVINENI-UHFFFAOYSA-M
CID100040973,desogestrel,0,0,40973,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,RPLCPCMSCLEKRS-UHFFFAOYSA-N
CID100040976,Implanon,2,1,40976,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,GCKFUYQCUCGESZ-UHFFFAOYSA-N
CID100041317,acitretin,2,1,41317,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,IHUNBGSDBOWDMA-UHFFFAOYSA-N
CID100041684,nitazoxanide,3,1,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],YQNQNVDNTFHQSW-UHFFFAOYSA-N
CID100041693,sufentanil,2,1,41693,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,GGCSSNBKKAUURC-UHFFFAOYSA-N
CID100041744,valrubicin,0,0,41744,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,ZOCKGBMQLCSHFP-UHFFFAOYSA-N
CID100041774,acarbose,0,0,41774,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,XUFXOAAUWZOOIT-UHFFFAOYSA-N
CID100041781,torasemide,2,1,41781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,NGBFQHCMQULJNZ-UHFFFAOYSA-N
CID100042113,desflurane,3,1,42113,C(C(F)(F)F)(OC(F)F)F,DPYMFVXJLLWWEU-UHFFFAOYSA-N
CID100042395,Westcort,0,0,42395,CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,FZCHYNWYXKICIO-UHFFFAOYSA-N
CID100042615,Supremon,6,1,42615,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,CUWODFFVMXJOKD-UHFFFAOYSA-N
CID100042955,misoprostol,4,1,42955,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,OJLOPKGSLYJEMD-UHFFFAOYSA-N
CID100044563,lodoxamide,0,0,44563,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N.C(C(CO)(CO)N)O,KUGJPYZIWCRREB-UHFFFAOYSA-N
CID100044564,lodoxamide,0,0,44564,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,RVGLGHVJXCETIO-UHFFFAOYSA-N
CID100045469,sodium,0,0,45469,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Na+].[Na+].[Fe+3],BQMKAHQKDSZAIQ-UHFFFAOYSA-N
CID100047319,atracurium,3,1,47319,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,YXSLJKQTIDHPOT-UHFFFAOYSA-N
CID100047320,cisatracurium,1,1,47320,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],XXZSQOVSEBAPGS-UHFFFAOYSA-L
CID100047419,cefuroxime,1,1,47419,CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,KEJCWVGMRLCZQQ-UHFFFAOYSA-N
CID100047471,butoconazole,0,0,47471,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],ZHPWRQIPPNZNML-UHFFFAOYSA-N
CID100047528,nicorandil,3,1,47528,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],LBHIOVVIQHSOQN-UHFFFAOYSA-N
CID100047640,naftifine,0,0,47640,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,OLUNPKFOFGZHRT-UHFFFAOYSA-N
CID100047725,Goserelin,4,1,47725,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,BLCLNMBMMGCOAS-UHFFFAOYSA-N
CID100050294,nedocromil,1,1,50294,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,RQTOOFIXOKYGAN-UHFFFAOYSA-N
CID100050614,cefotetan,1,1,50614,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,SRZNHPXWXCNNDU-UHFFFAOYSA-N
CID100051263,alfentanil,7,1,51263,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,IDBPHNDTYPBSNI-UHFFFAOYSA-N
CID100051577,miglitol,0,0,51577,C1C(C(C(C(N1CCO)CO)O)O)O,IBAQFPQHRJAVAV-UHFFFAOYSA-N
CID100051634,miglustat,9,1,51634,CCCCN1CC(C(C(C1CO)O)O)O,UQRORFVVSGFNRO-UHFFFAOYSA-N
CID100052421,prednicarbate,1,1,52421,CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC,FNPXMHRZILFCKX-UHFFFAOYSA-N
CID100054158,mebrofenin,0,0,54158,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,MHPZZZZLAQGTHT-UHFFFAOYSA-N
CID100054313,iloprost,2,1,54313,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,HIFJCPQKFCZDDL-UHFFFAOYSA-N
CID100054331,fosfomycin,1,1,54331,CC1C(O1)P(=O)(O)[O-].C(C(CO)(CO)[NH3+])O,QZJIMDIBFFHQDW-UHFFFAOYSA-N
CID100054373,Octreotide,8,1,54373,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O,QWFYIFWTVZFPRY-UHFFFAOYSA-N
CID100054454,simvastatin,8,1,54454,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,RYMZZMVNJRMUDD-UHFFFAOYSA-N
CID100054547,cefpodoxime,6,1,54547,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,WYUSVOMTXWRGEK-UHFFFAOYSA-N
CID100054688,clarithromycin,7,1,54688,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK-UHFFFAOYSA-N
CID100054786,treprostinil,3,1,54786,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,PAJMKGZZBBTTOY-UHFFFAOYSA-N
CID100054808,loteprednol,0,0,54808,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,DMKSVUSAATWOCU-UHFFFAOYSA-N
CID100054840,atomoxetine,9,1,54840,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2.Cl,LUCXVPAZUDVVBT-UHFFFAOYSA-N
CID100054949,NSC,2,1,54949,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC.C(=O)C(C(C(C(C(=O)O)O)O)O)O,ZCJXQWYMBJYJNB-UHFFFAOYSA-N
CID100055331,moexiprilat,2,1,55331,CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O,CMPAGYDKASJORH-UHFFFAOYSA-N
CID100055466,Gd-DTPA,8,1,55466,CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],LGMLJQFQKXPRGA-UHFFFAOYSA-K
CID100055480,milnacipran,7,1,55480,CCN(CC)C(=O)C1(CC1C[NH3+])C2=CC=CC=C2.[Cl-],XNCDYJFPRPDERF-UHFFFAOYSA-N
CID100056338,fosphenytoin,17,1,56338,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3.[Na+].[Na+],GQPXYJNXTAFDLT-UHFFFAOYSA-L
CID100056959,ranolazine,6,1,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,XKLMZUWKNUAPSZ-UHFFFAOYSA-N
CID100057166,Photofrin,1,1,57166,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,UZFPOOOQHWICKY-UHFFFAOYSA-N
CID100057469,imiquimod,6,1,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,DOUYETYNHWVLEO-UHFFFAOYSA-N
CID100057537,rotigotine,6,1,57537,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,KFQYTPMOWPVWEJ-UHFFFAOYSA-N
CID100057697,pemirolast,0,0,57697,CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3,HIANJWSAHKJQTH-UHFFFAOYSA-N
CID100059708,levetiracetam,10,1,59708,CCC(C(=O)N)N1CCCC1=O,HPHUVLMMVZITSG-UHFFFAOYSA-N
CID100059768,esmolol,7,1,59768,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,AQNDDEOPVVGCPG-UHFFFAOYSA-N
CID100060146,tamsulosin,3,1,60146,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,ZZIZZTHXZRDOFM-UHFFFAOYSA-N
CID100060164,adapalene,1,1,60164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,LZCDAPDGXCYOEH-UHFFFAOYSA-N
CID100060172,adefovir,0,0,60172,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,SUPKOOSCJHTBAH-UHFFFAOYSA-N
CID100060183,perindopril,8,1,60183,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.CC(C)(C)N,IYNMDWMQHSMDDE-UHFFFAOYSA-N
CID100060184,perindopril,5,1,60184,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,IPVQLZZIHOAWMC-UHFFFAOYSA-N
CID100060198,exemestane,3,1,60198,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,BFYIZQONLCFLEV-UHFFFAOYSA-N
CID100060490,zileuton,1,1,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,MWLSOWXNZPKENC-UHFFFAOYSA-N
CID100060496,amlodipine,7,1,60496,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,ZPBWCRDSRKPIDG-UHFFFAOYSA-N
CID100060612,dexmedetomidine,5,1,60612,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,CUHVIMMYOGQXCV-UHFFFAOYSA-N
CID100060613,cidofovir,13,1,60613,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,VWFCHDSQECPREK-UHFFFAOYSA-N
CID100060668,etoposide,3,1,60668,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,LIQODXNTTZAGID-UHFFFAOYSA-N
CID100060695,rocuronium,0,0,60695,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-],OYTJKRAYGYRUJK-UHFFFAOYSA-M
CID100060706,meropenem,6,1,60706,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O,CTUAQTBUVLKNDJ-UHFFFAOYSA-N
CID100060714,gadoteridol,6,1,60714,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],DPNNNPAKRZOSMO-UHFFFAOYSA-K
CID100060726,bromfenac,0,0,60726,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
CID100060751,mTHPC,0,0,60751,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,LYPFDBRUNKHDGX-UHFFFAOYSA-N
CID100060752,ibutilide,2,1,60752,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=CC(=O)O)C(=O)O,PCIOHQNIRPWFMV-UHFFFAOYSA-N
CID100060754,gadodiamide,10,1,60754,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],XPCLDSMKWNNKOM-UHFFFAOYSA-K
CID100060787,saquinavir,9,1,60787,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,QWAXKHKRTORLEM-UHFFFAOYSA-N
CID100060795,aripiprazole,31,1,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N
CID100060814,remifentanil,10,1,60814,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl,WFBMIPUMYUHANP-UHFFFAOYSA-N
CID100060830,tiotropium,3,1,60830,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-],DQHNAVOVODVIMG-UHFFFAOYSA-M
CID100060834,duloxetine,10,1,60834,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,BFFSMCNJSOPUAY-UHFFFAOYSA-N
CID100060843,pemetrexed,5,1,60843,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O,WBXPDJSOTKVWSJ-UHFFFAOYSA-N
CID100060852,ibandronate,4,1,60852,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N
CID100060853,ziprasidone,23,1,60853,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,ZCBZSCBNOOIHFP-UHFFFAOYSA-N
CID100060860,metaiodobenzylguanidine,0,0,60860,C1=CC(=CC(=C1)I)CN=C(N)N,PDWUPXJEEYOOTR-UHFFFAOYSA-N
CID100060864,olopatadine,0,0,60864,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,HVRLZEKDTUEKQH-UHFFFAOYSA-N
CID100060867,levosimendan,0,0,60867,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,WHXMKTBCFHIYNQ-UHFFFAOYSA-N
CID100060871,adefovir,0,0,60871,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N
CID100060877,emtricitabine,2,1,60877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,XQSPYNMVSIKCOC-UHFFFAOYSA-N
CID100060878,eprosartan,6,1,60878,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O,DJSLTDBPKHORNY-UHFFFAOYSA-N
CID100060936,tiludronate,0,0,60936,C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+],SKUHWSDHMJMHIW-UHFFFAOYSA-L
CID100060953,capecitabine,16,1,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,GAGWJHPBXLXJQN-UHFFFAOYSA-N
CID100061475,sodium,0,0,61475,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+],PODWXQQNRWNDGD-UHFFFAOYSA-L
CID100061799,monomethylfumarate,0,0,61799,COC(=O)C=CC(=O)O,NKHAVTQWNUWKEO-UHFFFAOYSA-N
CID100062305,doxycycline,0,0,62305,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4[O-])[O-])O)[O-])C(=O)N)N(C)C)[O-].[Ca+2].[Ca+2],ZIHZIEZHQRIBEL-UHFFFAOYSA-K
CID100062358,ammonium,0,0,62358,CC(C(=O)[O-])O.[NH4+],RZOBLYBZQXQGFY-UHFFFAOYSA-N
CID100062816,colestipol,0,0,62816,C1C(O1)CCl.C(CNCCNCCNCCN)N,GMRWGQCZJGVHKL-UHFFFAOYSA-N
CID100062819,Metrodin,3,1,62819,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,ZDRRIRUAESZNIH-UHFFFAOYSA-N
